문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean	개인지칭
외노자는 한국와서 돈도 벌고 여고생 강간해서 애낳으면 특별체류하고 팔자한번 좋네	0	0	0	1	0	0	0	0	0	0	0
역시 트젠남은 몸도 정신도 남자라 미개하노	0	1	1	0	0	0	0	0	0	0	0
평등법 차별금지법 통과되면 동성애 에이즈 창궐 이슬람 무슬림 창궐 조선족 중국인 창궐합니다	0	0	1	1	0	0	1	1	0	0	0
근데 모델 보고 그린 작품을 올려서 조롱하면 그건 어떻게되냐	0	0	0	0	0	0	0	0	0	1	0
진짜 조선족못들어오게좀했으면좋겠다시발	0	0	0	1	0	0	0	0	0	0	0
마지막줄 설득력 지렸다	0	0	0	0	0	0	0	0	0	1	0
경인선 가자 말한 사람은 세상에는 거짓말 하는사랑 있다는겋 알 것이고 어째 거짓말 하는지 그마음도 알겠지	0	0	0	0	0	0	0	0	0	1	0
걍 통일 안하고 병신 탈북자새끼들 처리하도록 아오지탄광 상시가동하면 좋겠다	0	0	0	1	0	0	0	0	0	0	0
목사님들 주님향한봉사 좀해주셔요	0	0	0	0	0	0	0	0	0	1	0
여자들 다 자업자득이지 꽥꽥 대봐야 넷상이고 현실은 쭈구리	1	0	0	0	0	0	0	0	0	0	0
아 진짜 교회이기적인 집단	0	0	0	0	0	0	1	0	0	0	0
틀딱들 운전면허 강제로 회수해야하는데	0	0	0	0	1	0	0	0	0	0	0
통합당과 한국의 썩어빠진 교회야 말로 과히 악마의 무리들이라고 말할 수 있다	0	0	0	0	0	0	1	0	0	0	0
아들도 연루된건 아닌지 조사해봐야죠죠죠	0	0	0	0	0	0	0	0	0	1	0
짤게는 틀니들 발작하는 재미로 들어옴	0	0	0	0	1	0	0	0	0	0	0
일제시대 친일지주도 전라도에 제일 많았음	0	0	0	0	0	1	0	0	0	0	0
하등 도움이 안됨	0	0	0	0	0	0	0	0	1	0	0
뒤진거치곤 혈색이 너무좋네	0	0	0	0	0	0	0	0	1	0	0
미세먼지도 좆같은데 폐병 걸리면 문재앙 개새끼랑 짱깨들 몇마리 데리고 간다 진심	0	0	0	1	0	0	0	0	0	0	1
저아저씨 북에서 뭐하던 사람이길래 죽일려고 눈을 뒤집냐	0	0	0	0	0	0	0	0	0	1	0
난민 불체자 추방해라 외노자 줄이고 통제 강화해라 사람이 아니라 국민이 먼저다 다문화혜택 없애라 건강보험 1년이상 거주자로 바꾸고	0	0	0	1	0	0	0	0	0	0	0
캬 놈딱훈훈해서 앵이흐를뻔하노	0	0	0	0	0	0	0	0	0	1	0
전 세계에서 종교로 죽는 사람의 대부분이이슬람한테 죽어나가는 기독교인과이슬람 규율때문에 뒤지는 이슬람 여성들적어도 기독교인이 종교적 관습이나 규율로 사람을 무차별적으로 죽이거나 하는 경우는 없다	0	0	0	0	0	0	1	0	0	0	0
와 진짜 미쳣네	0	0	0	0	0	0	0	0	1	0	0
머가리좆물차뿟노 별 해괴한 스까를 다 보겠노	0	0	0	0	0	0	0	0	1	0	0
예수쟁이들 빨리 감염되서 다 뒤져라	0	0	0	0	0	0	1	0	0	0	0
너거들도 더도말고 덜도말고 딱 똑같이 당해라 하기사 하는짓이 딱 거진데 창업할 돈이냐 있겠냐 호쌍새들아	0	0	0	0	0	0	0	0	1	0	0
응 아니야개쌍도새끼들아	0	0	0	0	0	1	0	0	0	0	0
나경원 화이팅 입니다	0	0	0	0	0	0	0	0	0	1	0
한남충 이랑 사귀는 련들은 전부 못말리는 쇼타콤 유아기좆밝힘증 아니노	0	1	0	0	0	0	0	0	0	0	0
아씨발 그냥좀 제발 꺼져 우리나라우리나라하지말고	0	0	0	0	0	0	0	0	1	0	0
공짜는 없는법이야 싼값에 골뱅이만들어서 게이들이 지 후장딸라는줄 모르고 좋아하고 있노	0	0	1	0	0	0	0	0	0	0	0
어짜피이만희처럼풀려난다	0	0	0	0	0	0	0	0	0	1	0
대구fc 관중도 좆도없는데 시발 월드컵경기장을 홈으로 쓰니깐존나 더 텅텅비었는데 경기장좀 축소하고 규모도 좀 줄이면 관중좀 많아보이겟네	0	0	0	0	0	0	0	0	1	0	0
이 기사가 사실이면 숙대 영원한 하수	1	0	0	0	0	0	0	0	0	0	0
한남들 시위나갈땐 팔 두쪽 다 자르고 정수리에 태극기 꽂아서 내보내는 법이 시급하노 좆팔놈들	0	1	0	0	0	0	0	0	0	0	0
저 씹새끼들저번에도 엄태웅이 뭐 절같은거 하니까 개지랄하던데븅신새끼들	0	0	0	0	0	0	0	0	1	0	0
어떤 새끼가 싸질렀을까	0	0	0	0	0	0	0	0	1	0	0
처음부터 불법적인 짓을 할목적으로 서버를 해외에 두고 운영해놓고 이제와서 뭐가 억울하다는 건가	0	0	0	0	0	0	0	0	1	0	0
흉스플레인하는 흉자들이 봣으면 하는 글	1	0	0	0	0	0	0	0	0	0	0
경상도가 또 경상도했노	0	0	0	0	0	1	0	0	0	0	0
수용소 보다 더 좆같은 새끼들이 개독임	0	0	0	0	0	0	1	0	0	0	0
늬 들 와 꾸 부 터 어떻게좀 해 봐 좆 병 신들 아	0	0	0	0	0	0	0	1	0	0	0
저기는 20년전에도 저랬는데 뭔개소리여	0	0	0	0	0	0	0	0	1	0	0
복음의 능력으로 탈동성애를 한 분들의 사례를 보니 교회는 동성애혐오세력이 아닙니다 오히려 선한 영향력을 주고 있습니다	0	0	1	0	0	0	0	0	0	0	0
이런식의 완전 불합리함을 고치고자하는 페미니즘은 정당한거지 사회의 발전을 꾀할수있는 기회니까 억지만 안부리면 받아들이기 쉬울텐데 왜 쌩 억지를 부리는지	1	0	0	0	0	0	0	0	0	0	0
아오 시발 똥꼬후장충 새끼들 싹다 잡아다가 보일러실에 감금하고 야구빠따로 뚜드려패고 싶다	0	0	1	0	0	0	0	0	0	0	0
옛날일이다 저건 하면서 지우려는새끼 들이 한국에 많이 남아있어서 하아 왜교를 하는것들	0	0	0	0	0	0	0	0	1	0	0
장애남만 가득한 나라라 저게 정상이 되노 내조국이었음 저렇게 애새끼 기형적이게 키우면 국가에서 추방당하노	0	1	0	0	0	0	0	0	0	0	1
저런말 할꺼면 왜탈북했노 이기	0	0	0	0	0	0	0	0	1	0	0
이년도 삼일한이 시급하다	1	0	0	0	0	0	0	0	0	0	0
하나님을 욕되게 하지마소서	0	0	0	0	0	0	0	0	0	1	0
성별은 인간이 선택할 수 없는 영역이지	0	0	1	0	0	0	0	0	0	0	0
어휴 개씹미개조선인은 답이없다 한국인이 13억이면 그게곧 중국짱께 바퀴벌레되는거임	0	0	0	1	0	0	0	0	0	0	0
근데 저거는 좀 뭐라하기 그런게 나도 각하나 원조각하나 엔두한테 수필편지받으면 비슷할거같음 물론 겉모습만보고빨지는않지만	0	0	0	0	0	0	0	0	0	1	0
기승전패드립	0	0	0	0	0	0	0	0	1	0	0
갓갓이  번 박사가 박사방	0	0	0	0	0	0	0	0	0	1	0
리종휴먼아재체보소 쉰내나노	0	0	0	0	1	0	0	0	0	0	0
저런거 하는애들 개찐따새키들 많음	0	0	0	0	0	0	0	0	1	0	0
진짜 게르만은 도끼 찿아들고 가서 저 세 집 일가족 다 몰살시킨다 지금 독일인은 게르만이 아니다	0	0	0	1	0	0	0	0	0	0	0
내 아는 사람 중에 혜민이 있는데 똥꼬팔아서 밥벌어먹고 삼	0	0	1	0	0	0	0	0	0	0	0
사명감없는 직업목사가 기독교를 좀머케한다	0	0	0	0	0	0	1	0	0	0	0
서남아 국가 새끼들이 한국을 극동 포교의 거점으로 삼았다는 얘기가 있잖어중국 일본 대만한테는 씨알도 안먹히는데 한국만 혼자 다문화 타령하고 자빠져서	0	0	0	1	0	0	0	0	0	0	0
딱 중고졸 선동하는데에는 충분한 글이구만물론 똥꼬충 아웃	0	0	1	0	0	0	0	0	0	0	0
근데 동성애자들이 병신 취급 받는건 동성애자 그 자체보다 사람 자체가 병신인 경우가 많아서 그런거외모와 능력만 갖춰지면 게이라는 점은 아무 하자가 안됨	0	0	1	0	0	0	0	0	0	0	0
정의구현 했노	0	0	0	0	0	0	0	0	0	1	0
와꾸만 봐도 왜 여혐하는지 답이오노	0	0	0	0	0	0	0	0	1	0	0
이거 꼴릿했는데	0	0	0	0	0	0	0	0	1	0	0
외유내강 봊나 멋진 조용한 맹수 같노	0	0	0	0	0	0	0	0	0	1	0
러시아 성님들의 참교육이 필요하다	0	0	0	1	0	0	0	0	0	0	0
앵나 미개하노	0	0	0	0	0	0	0	0	1	0	0
혹한의 추위를 퍼스트펭권의 허들링으로 이겨낸 것처럼 얼어붙은 한국교회의 이미지회복과 부흥을 위해 찬란한 바보가 돼 낮아지고 섬기고 희생도 해야겠습니다	0	0	0	0	0	0	0	0	0	1	0
어짜피 盧슬람교가 있는한 이슬람애들는 쪽도 못써	0	0	0	0	0	0	1	0	0	0	0
경찰에 신고해야지 죽이대든 밥이내든	0	0	0	0	0	0	0	0	0	1	0
형 초짜가 영어 잘하는꿀팁좀	0	0	0	0	0	0	0	0	0	1	0
옳은 소리 이번에 유럽 백인 놈들 얼마나 미개한지 알았다	0	0	0	1	0	0	0	0	0	0	0
요즘 아프리카 노무 재밌다소주병으로 사람 대가리 까고성매매 낙태 터지고코인 게이트 터지고	0	0	0	0	0	0	0	0	1	0	0
760 따로 글 파서 워념 가라 이기야	0	0	0	0	0	0	0	0	0	1	0
masculinism은 이갈리아의 딸들에 나오는 용어를 땄음	0	0	0	0	0	0	0	0	0	1	0
저새낀 뇌가 월드콘인듯 얼굴은 딱봐도 나 페미라고 써있고	1	0	0	0	0	0	0	0	0	0	0
멕시코 새끼들 일부러 미국좆돼라고 난민들 넘어가는거 방치하는것같다	0	0	0	1	0	0	0	0	0	0	0
그냥 한남을 다 죽이고 싶노	0	1	0	0	0	0	0	0	0	0	0
노력으로 안되는거는 없다니가 키가 작은건 니가 노력안한거지 부모탓 하지마라	0	0	0	0	0	0	0	0	1	0	0
쟤네 말대로 인생 더 살기 싫을 정도로 강한 처벌해서 재기시켜라	0	0	0	0	0	0	0	0	1	0	0
그냥 법으로 동남아 숫컷들은 강제 정관수술 시키고 암컷들도 새끼 가지면 지네 나라로 돌려보내는 법 만들면 편하지	0	0	0	1	0	0	0	0	0	0	0
그러니깐 필리핀으로가서 필리핀의 이자스김 이되자 이기야	0	0	0	1	0	0	0	0	0	0	0
이건 정말 되는 싸움이다	0	0	0	0	0	0	0	0	0	1	0
맘충이라길래 욕할라고 쥰비하고 들어왔는데 엄청 착하네	1	0	0	0	0	0	0	0	0	0	0
시발것들 우리나라 망하게 하려고 작정을 하는구나 어휴 레얼 노답 개새끼들	0	0	0	0	0	0	0	0	1	0	0
우리에겐 진정한 인종차별주의자가 없다	0	0	0	1	0	0	0	0	0	0	0
사람은 다 똑같은 사람	0	0	0	0	0	0	0	0	0	1	0
애초에 한남콘은 피부 표현을 안해놨노이기 더 못생긴놈들많은데 평균치가 노무 높았노	0	1	0	0	0	0	0	0	0	0	0
너나 잘 해라 증말 가증 쩐다	0	0	0	0	0	0	0	0	1	0	0
암튼 종교가 문제야	0	0	0	0	0	0	1	0	0	0	0
야 씨발 저기 들어가서 댓글 단 새끼중에 어떤놈블로그 들어가보니 방학이네 뭐네하는거보니 급식충인것 같다일베에 급식충 많다더니 진짜였노	0	0	0	0	1	0	0	0	0	0	0
윾시 좆국에서만 웅앵대는거지 전세계는 좆국의 편파수사에 대해 객관적으로 정확히 인지하고 있다 이기야 좆국은 세계에서 도태될 날도 얼마 남지 않았노	0	0	0	1	0	0	0	0	0	0	0
게임속 성차별해결	0	0	0	0	0	0	0	0	0	1	0
씨발 뒤졌어야되는데 아깝네 저 개념밥말아먹은 급식충새끼가 무슨깡으로 차에다 들이받노	0	0	0	0	1	0	0	0	0	0	0
세상에서 중국과 무슬림만 없어져도 세계분쟁 절반이상이 해결될텐데	0	0	0	1	0	0	0	0	0	0	0
애새끼 보는 앞에서 애미년 싸다구를 후려버리지 아 시빨년 난 이런 맘충들 진짜 상상만 해도 죽여버리고 싶다	1	0	0	0	0	0	0	0	0	0	0
페미는 성별이 아닌디요 기렉님아	0	0	0	0	0	0	0	1	0	0	0
이재명 스타일이 필요해 강제	0	0	0	0	0	0	0	0	0	1	0
전라도 것들은 암변함	0	0	0	0	0	1	0	0	0	0	0
10만 매독	0	0	0	0	0	0	0	0	0	1	0
싹다보내고 남남으로 신경끄고 살자 물런 군사적 위협만 제거하고 이스라엘이 팔레스타인 조지듯 그게 답이다	0	0	0	1	0	0	0	0	0	0	0
튀기니 뭐니 해도 조선민좆보다는 나음	0	0	0	1	0	0	0	0	0	0	0
슨상교 미만잡	0	0	0	0	0	1	0	0	0	0	1
그냥 잘라서 개 줘라 개도 안먹을라나	0	0	0	0	0	0	0	0	1	0	0
여중생 운동부하면 감독이 하루에 한명씩 골라가면서따먹었다더라 감독왈 여자들 감독할려면 한번씩 따먹어야 말잘듣는다고근데 이게 알고보니 관습이였음	1	0	0	0	0	0	0	0	0	0	0
쉬벌 좀비영화 찍지말고 무슬림으로 대체해라 현실성있고 더 무섭다	0	0	0	1	0	0	1	0	0	0	0
씨발 자지새끼들이 똥꼬충처럼 겨털 미는거보면 헛구역질이 나온다	0	0	1	0	0	0	0	0	0	0	0
6 더치페이 안 하던 김치녀 역관광 9 이딴 영상 좋아하게 생겼노	0	0	0	0	0	0	0	0	1	0	0
예쁜똥꼬충에다가 안전하기까지하면 난찬성	0	0	1	0	0	0	0	0	0	0	0
김치녀들에게 가장 알맞는건 갓슬람밖에없음 일도 하기싫고 힘든거 하기싫으면 갓슬람믿어야제	1	0	0	0	0	0	0	0	0	0	0
성령게이야 썰 풀어라	0	0	0	0	0	0	0	0	0	1	0
베이컨이구만	0	0	0	0	0	0	0	0	0	1	0
어차피 일베망했어	0	0	0	0	0	0	0	0	0	1	0
페이크 뇌피셜 찌라시에 돈버리고 시간까지 낭비한 게이	0	0	0	0	0	0	0	0	1	0	0
최홍만이랑 야오밍이랑 쓰리썸하라그래 미친년들	1	0	0	0	0	0	0	0	0	0	1
기독교 수준	0	0	0	0	0	0	1	0	0	0	0
와씨발 와꾸 뭐냐	0	0	0	0	0	0	0	0	1	0	0
갱뱅의 도시	0	0	0	0	0	1	0	0	0	0	0
애기한테 뽀뽀를 하고 있노	0	0	0	0	0	0	0	0	0	1	0
비행기타고 날아갈 시간에 좆크기 늘리는 방법이나 연구하지 역시 세계망신은 한남틀딱이 다 시키노	0	1	0	0	1	0	0	0	0	0	0
에휴 한숨밖에안나온다 시발 이런거 볼때마다 살기싫어진다	0	0	0	0	0	0	0	0	1	0	0
게이에서 원래 트젠되는거다 그리고 잘생긴애들 많음	0	0	1	0	0	0	0	0	0	0	0
이재철 목사님 목회 하실때 벽이랑 문이 다 유리였다는 얘기도 들었는데 밖에서도 다 보이게 그만큼 이성문제나 돈문제 철저하셨다고	0	0	0	0	0	0	0	0	0	1	0
번식성 존나 좋네	0	0	0	0	0	0	0	0	1	0	0
역시 전라도 구만	0	0	0	0	0	1	0	0	0	0	0
다문화척결은 삼베 받으시오	0	0	0	1	0	0	0	0	0	0	0
제1 아프리카 소대는 행군을 멈추지 않는다	0	0	0	0	0	0	0	0	0	1	0
문정권이 아무리 못해도 토착왜구당이 하는 짓보다는 낫지요	0	0	0	1	0	0	0	0	0	0	0
대구로 수도를 옮겨야된다	0	0	0	0	0	0	0	0	0	1	0
앞으로는 다르다한반도 전쟁 났다하면 일단 전방은 현역이 후방은 전라도를 제외한 예비역이 맡아 전라도 인종청소 확실히 들어간다	0	0	0	0	0	1	0	0	0	0	0
탈북하면서 남자 좆맛 많이 봤을듯	1	0	0	1	0	0	0	0	0	0	0
노잼노잼 어인정 홍어	0	0	0	0	0	1	0	0	0	0	0
좆족새끼 어휴 씨발가만보면 지능도 한참 모자라보이긴해	0	0	0	1	0	0	0	0	0	0	0
살면서 걸러야 할 새끼들알라 믿는 새끼예수 믿는 새끼짱깨 빠는 새끼슨상 빠는 새끼 호남 출신 새끼그리고 우리 일게이들	0	0	0	1	0	0	0	0	0	0	1
둘다 병신이네 그냥	0	0	0	0	0	0	0	0	1	0	0
변하사같은사람이 태어나지않았으면하는바램입니다 그한사람으로인해여러사람 피해를입는다는사실을 직시해야만합니다	0	0	1	0	0	0	0	0	0	0	0
안묻혔는데 일베충들 지들끼리 묻혔다고 음모론 펼치는 중	0	0	0	0	0	0	0	1	0	0	0
태반에 그라목손 묻혀서 주면 그게 아주 꿀맛이라고 하노	0	0	0	0	0	0	0	0	1	0	0
교회가 이 사회에 미치는 악영향 특히 개목사들이 문제	0	0	0	0	0	0	1	0	0	0	0
응원합니다 주님 지켜주시고 보호해 주세요	0	0	0	0	0	0	0	0	0	1	0
저문장을 이상하게 해석하는인간들 때문에 공천자격시험 해야된다니깐 틀딱새끼들은 제발 유효타라도 줄만한 공격을 좀 해봐라 이러니까 점점 외면받지	0	0	0	0	1	0	0	0	0	0	0
저런 개슬람새끼들은 2차대전 독일나치시절 처럼 잔혹하게 다뤄야 고분고분 말 잘 듣는다	0	0	0	0	0	0	1	0	0	0	0
훳훳훳 자취경찰제해야되지 않겠슘미꽈아아아아	0	0	0	0	0	0	0	0	0	1	0
이슬람 저딴식으로 할거면 못들어오게 해야 한다	0	0	0	1	0	0	1	0	0	0	0
지금 이나라에있는 파퀴 방글라 무슬림 새끼들 즉각추방하지 않는다면 똑같이 된다 동남아거지새끼 조선족도 추방시켜야한다	0	0	0	1	0	0	0	0	0	0	0
비루하노 이기이기	0	0	0	0	0	0	0	0	1	0	0
전라도 홍어들은 저희들 서식하는곳도 그렇지만 나아가 국가전체를 망하게 함중국바퀴들은 외적이니 처리가 쉬울 수 있지만 이것들은 내부의 적이니 국가적으로 폐해가 더 큼	0	0	0	1	0	1	0	0	0	0	0
한복이 사실 졸라 섹스한건 치마가 젖까지 덮어서 사실상 치마속으로만 들어가면 한방에 젖까지 올인원패스가능하다는 사실이야 응 뭐 그렇다고	0	0	0	0	0	0	0	0	1	0	0
대통이 시원챦으면 총리라도 똑부러져야는데 둘 다 어리버리니 불안하다	0	0	0	0	0	0	0	0	0	1	0
조선년들 난민한테 당했으면 좋겠다	1	0	0	0	0	0	0	0	0	0	0
네다음 뿔태안낀다고 자기가 잘생긴줄착각하는 존못들	0	0	0	0	0	0	0	0	1	0	0
적화통일부의 영향아래에 있는 탈북자들	0	0	0	1	0	0	0	0	0	0	0
이중에 일베하는 난민이 보고 고소할수도있다 조심해	0	0	0	1	0	0	0	0	0	0	0
잘 왔노 요즘은 윾입을 위해서 안 패는 쪽임	0	0	0	0	0	0	0	0	0	1	0
전라도새끼들은 저돈 못받으면 이명박근혜 탓할거 부터 찾아봄	0	0	0	0	0	1	0	0	0	0	1
곧 배때지가 가리겠노 오예	0	0	0	0	0	0	0	0	0	1	0
바꿔말하면 필요한거 다 스폰해준다는 거다 의식주 교통 통신비 등등	0	0	0	0	0	0	0	0	0	1	0
이거 인터넷에 많이 퍼트려라 좋은자료다	0	0	0	0	0	0	0	0	0	1	0
한남충이라고 불리우는데는 이유가 있었네	0	1	0	0	0	0	0	0	0	0	0
대한민국 반공과 똥꼬충을 막을 최후의 보루는 금란교회라는 말이 있지 좋던 싫던 빨갱이들이 스멀스멀 기어나오면 기가 막히게 알아채서 막는게 한기총이지	0	0	1	0	0	0	0	1	0	0	0
차별금지법 반드시 막아냅시다 반대입니닥	0	0	1	0	0	0	0	0	0	0	0
그래서 개독을 안믿어요 목사가 세습은 개돼지 개한민국에만 있다	0	0	0	0	0	0	1	0	0	0	0
도대체 삼청교육대 는 언제부활하는거냐	0	0	0	0	0	0	0	0	0	1	0
가장 기대되는 싸움임이슬람과 중국의 싸움 가장 잼있는 싸움이 될것이고 가장 잔인하고 거대한 전쟁이 될것 같음진핑이와 알라신의 싸움임인간의 왕과 신의 대결이라고 보면됨노무 기대 된다 반드시 성사되길 바람	0	0	0	1	0	0	0	0	0	0	0
안기부 저리가라네	0	0	0	0	0	0	0	0	1	0	0
젠더 동성애 문제다	0	0	1	0	0	0	0	0	0	0	0
조선족군대입대 이런거나기사써라 매국노	0	0	0	1	0	0	0	0	0	0	0
엽기적이네요 추악한	0	0	0	0	0	0	0	0	1	0	0
자국인이 외국인한테 줘터져 맞는데도 주위에서 멀뚱멀뚱 구경만 하는 병신한국인들	0	0	0	1	0	0	0	0	0	0	0
왜 초등학생도 고등학생도 아닌 좆중딩들이 제일 악질인걸까	0	0	0	0	1	0	0	0	0	0	0
나도 생리컵으로윾입됐노 생리컵꿘년 고맙노이기 껄껄	0	0	0	0	0	0	0	0	0	1	0
Alhamdullah	0	0	0	0	0	0	0	0	0	1	0
안맞는거같으면 그냥 대강면접보고 안뽑으면 됐을걸 사장이 멍청한듯 자업자득이다 이놈아	0	0	0	0	0	0	0	0	1	0	0
화력개털렸네 이미점령당했어	0	0	0	0	0	0	0	0	0	1	0
야 벌써부터 가슴이 뛴다	0	0	0	0	0	0	0	0	0	1	0
나중에 코로나 물러나고 신천지 교회먹으면 옆에서 응원해주고 싶네요 망할 교회들 다 신천지에게 먹혀라	0	0	0	0	0	0	1	0	0	0	0
조선인은 근친으로 생겨난 똥꼬충임	0	0	1	1	0	0	0	0	0	0	0
블랙 수면방 진짜 끔찍하던데 축제랍시고 또 몰려갈것같다	0	0	1	0	0	0	0	0	0	0	0
저새끼 내일 뒤지려나보노 진정한 페미니스트는 재기하는 남성뿐이라는 걸 꺠달은 저 초연한 표정 봐라이기 껄레껄레	0	1	0	0	0	0	0	0	0	0	0
난 결혼은 하기 싫은데 나닮은 아들은 갖고싶다	0	0	0	0	0	0	0	0	0	1	0
으 좆팔 똥내오져벌이노	0	0	0	0	0	0	0	0	1	0	0
옥주현이 방송가에서 홍어 카르텔에 얼마나 괴롭힘 당했겠냐 안 봐도 비디오	0	0	0	0	0	1	0	0	0	0	1
착한 광주 사람들	0	0	0	0	0	0	0	0	0	1	0
애를못키우겟으면 차라리 입양보내던가	0	0	0	0	0	0	0	0	0	1	0
에여 씨발 정육점도아니고 개좆같네 나라 망신이여	0	0	0	0	0	0	0	0	1	0	0
저딴 사진 당당히 올리는것도 권력이노 저런 핵좆빻은 사진을 올려도 괜찮다고 생각할만큼 사회가 냄져를 올려쳐줘서 저러는거노 후팔 동물새끼들이	0	1	0	0	0	0	0	0	0	0	0
원래 종교가 사업장이구 영업장아니냐	0	0	0	0	0	0	1	0	0	0	0
메이가 대충 보고 간 이유가 나왔네	0	0	0	0	0	0	0	0	0	1	0
종교로써 이슬람은 평화인데이념으로써 이슬람은 맹목이지	0	0	0	0	0	0	1	0	0	0	0
온 나라가 나서 메갈 청소하는 날이 와야 한다	1	0	0	0	0	0	0	0	0	0	0
망혼해도 여자야 여자후려치지마가 제일 이해안되노 망혼한흉자는 미안하지만 한남과 다를바없노 비혼비출산련들이랑만 평생갈꺼노	1	1	0	0	0	0	0	0	0	0	0
제발 나라가 나라다워 지길	0	0	0	0	0	0	0	0	1	0	0
한국교회 전체를 세우시는 세움총회 기대되고 기도합니다	0	0	0	0	0	0	0	0	0	1	0
이젠 처녀막재생수술처럼남자도 여자만나기전 핸폰번호 바꿔야하노	1	1	0	0	0	0	0	0	0	0	0
탄핵파 이새끼들이짱깨 랑 메갈 알바 쓰는거임	1	0	0	1	0	0	0	0	0	0	0
다혜 이쁘노	0	0	0	0	0	0	0	0	0	1	0
돼지년들 무서워서 밖에 다니겠냐 몰카존나찍네	1	0	0	0	0	0	0	0	0	0	0
미리 거를 수 있었다는 점에서 감사해야지	0	0	0	0	0	0	0	0	0	1	0
특권의식이라도 갖고 있나	0	0	0	0	0	0	0	0	1	0	0
17년 글 정독중인데 그때랑 똑같아졌노	0	0	0	0	0	0	0	0	1	0	0
직군들 씹걸레인데 왜없노	0	0	0	0	0	0	0	0	1	0	0
미개한 로스께들이 사탄의 밥이 되었군	0	0	0	1	0	0	0	0	0	0	0
깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔깔	0	0	0	0	0	0	0	0	0	1	0
당구 잘 치겠노	0	0	0	0	0	0	0	0	0	1	0
니들의 든든한 하나님은 정부시책에 나몰라라하는 생각없는 잡것들에겐 관심없단다	0	0	0	0	0	0	1	0	0	0	0
참 아이러니하다	0	0	0	0	0	0	0	0	0	1	0
transejender	0	0	0	0	0	0	0	0	0	1	0
오또케스트라 페미들이 꾸역꾸역 와서 보고갔구나	1	0	0	0	0	0	0	0	0	0	0
개대지보다 지능이 낮노	0	0	0	0	0	0	0	0	1	0	0
자집애들은 세상살기 참 편하노 후팔	0	1	0	0	0	0	0	0	0	0	0
하여튼 다들 자지오패스다이기야	0	1	0	0	0	0	0	0	0	0	0
사건의 전말	0	0	0	0	0	0	0	0	0	1	0
딱보니 조선족은 전라인보다 독해 보인다	0	0	0	1	0	1	0	0	0	0	0
틀딱은 산업화 라도 시켜주지만 식판충새끼들은 노잼	0	0	0	0	1	0	0	0	0	0	0
배달대행업체랑 배달전문점 운영한다전원 경차로 배달하고있음 400에서 800정도 가져들간다머가리가 좋은놈은 뭘해도 낫더라힘들고 고된일인건 사실이다만 노가다보다는할만하다재미있게들 일한다	0	0	0	0	0	0	0	0	0	1	0
인도 인구가 더 많자나 둘이 비슷한 수준끼리 싸워봐	0	0	0	0	0	0	0	0	0	1	0
어메이징 라도	0	0	0	0	0	1	0	0	0	0	0
다문화가정들 나라에서 돈퍼주니 기고만장하네씨발 촌놈병신들이 똥남아년들 데리고 와서는한국을 개잡종으로 만들고 있다	0	0	0	1	0	0	0	0	0	0	0
네 다음 변태	0	0	0	0	0	0	0	0	1	0	0
난민으로 쳐 오면 밥안주냐고 지랄할 씹새끼들이	0	0	0	1	0	0	0	0	0	0	0
그래서 경북머	0	0	0	0	0	0	0	0	0	1	0
트젠은 무슨 지들 행사때 왜 바지 입고 정장 입고 돌아 다니려고 하지 않는가 왜 커트머리 하지 않고 기르는가	0	0	1	0	0	0	0	0	0	0	0
정상 작동 하네	0	0	0	0	0	0	0	0	0	1	0
똥송한새끼들한테 명령들으려면 좆같겠노	0	0	0	1	0	0	0	0	0	0	0
한국에서도 짱깨새끼들한테도 사람취급 못받는기생충만도 못한 쓸모없는 씹새끼들	0	0	0	1	0	0	0	0	0	0	0
워렌버핏 말이 생각나네 주위에 출세한 사람들이 가족을 정작 챙기지 못해 불행한 말년을 보내는 이를 자기는 봐 왔다고	0	0	0	0	0	0	0	0	0	1	0
통베충새끼들 대한민국에서 안씹는게 없구나	0	0	0	0	0	1	0	0	0	0	0
홍어새끼들 비추박은거 보소	0	0	0	0	0	1	0	0	0	0	0
부시 존잘이네	0	0	0	0	0	0	0	0	0	1	0
저거 부대마크도 나오면 고발가능한데	0	0	0	0	0	0	0	0	0	1	0
정확히 애기하면 존잘한테 돈쓰는게 아니라자기가 꿈꾸는 이상적인 이미지에 돈을 쓰는거임존잘이여도 여자가 본인이 생각하는 이미지가 깨지면돈쓰다가도 안씀	0	0	0	0	0	0	0	0	0	1	0
매드맥스당	0	0	0	0	0	0	0	0	0	1	0
남자흉내내는걸 페미니즘이라고 하는거 자체가 모순	1	0	0	0	0	0	0	0	0	0	0
이래서 자지는 아묻따 낙태해야되노	0	1	0	0	0	0	0	0	0	0	0
참 별 지랄같은걸로	0	0	0	0	0	0	0	0	1	0	0
