sentence	abuse	hate	clean	blame	anger	frustration	praise	order
이 지금은 왜 안 믿었어	0	0	1	0	0	0	0	0
이 컨텐츠는 미안해가 더 야 미안해 미안해가 나온다니 오랜만에 듣는 거 같아 하나 둘 뭐야	0	0	0	0	1	0	0	0
이 팍춘녀야 아아아아아아아아 야 덕혜	0	0	0	0	1	0	0	0
이 페이지는 몰랐지	0	0	1	0	0	0	0	0
이 할매는	0	0	1	0	0	0	0	0
이 형식 여기서 아아	0	0	1	0	0	0	0	0
이 호시야	0	0	1	0	0	0	0	0
이 호흡은 안 되네	0	0	1	0	0	0	0	0
이 화장실 갔다	0	0	1	0	0	0	0	0
이가 오프라인 찍고 같다	0	0	0	0	0	0	0	1
이가 우리를 하셔야 될 것 같은데 밀어야 되고 맨 왼쪽으로 밀어야 돈마 그러고 왼쪽으로 아 그 큰 거를 그냥 밀어로 주는 뭔가 없는데 큰거를 저기 클리어	0	0	0	0	0	0	1	0
이가 터임	0	0	0	0	0	0	0	1
이거 13초라고하는거 같은데 내가 봤을 때 이건 타임어택인거 같애	0	0	0	0	0	0	0	1
이거 1스킬이지	0	0	1	0	0	0	0	0
이거 1초	0	0	1	0	0	0	0	0
이거 2버튼 안 뱉는데 자기 빨대에 누가 들어가는지 보여	0	0	0	0	0	0	0	1
이거 30분 하겠네	0	0	1	0	0	0	0	0
이거 3단계인데요	0	0	1	0	0	0	0	0
이거 4층 정도 세워야 돼	0	0	1	0	0	0	0	0
이거 5번 아 그거	0	0	1	0	0	0	0	0
이거 5줄 남았어	0	0	1	0	0	0	0	0
이거 MVP가 올라가 MVP 삼식이 올라가 MVP가 올라가 MVP 인정이지 MVP이다	0	0	0	0	0	0	0	1
이거 S 잘못 봤고	0	0	0	1	0	0	0	0
이거 [유저] 1라운드 깨자마자 모든 맵 다 뚫어준 [유저] 잘못임	0	0	0	1	0	0	0	0
이거 [유저] 누나가 봐야 되는 거인데 나도 가야 돼	0	0	0	0	0	0	0	1
이거 [유저] 약간 감 나올지도	0	0	1	0	0	0	0	0
이거 [유저] 트 안에 머물러 스포트 안에가 어디야	0	0	0	0	0	0	0	1
이거 [유저] 가 가능하거든 난 딱 여기 이거 위치만 아니 위치만 보면 돼	0	0	0	0	0	0	0	1
이거 [유저] 에서 본 장면인데 이거 이야	0	0	1	0	0	0	0	0
이거 가든	0	0	0	0	0	0	0	1
이거 가져오세요	0	0	0	0	0	0	0	1
이거 가져와야 돼	0	0	0	0	0	0	0	1
이거 각자 방송에서 2번으로 보이는 사람 색깔을 적어놓으면 돼	0	0	1	0	0	0	0	0
이거 강퇴 없어	0	0	1	0	0	0	0	0
이거 같은데	0	0	1	0	0	0	0	0
이거 같이 점프하는 거인가 설마	0	0	0	0	0	0	0	1
이거 개엑사이렌이야 다음 영상에서 만나요	0	0	1	0	0	0	0	0
이거 개좋아	0	0	0	0	0	0	1	0
이거 거짓검답이 아니야	0	0	1	0	0	0	0	0
이거 게임 아닙니다	0	0	1	0	0	0	0	0
이거 고개 사야 이거 올라가시고	0	0	0	0	0	0	0	1
이거 고개 왜	0	0	1	0	0	0	0	0
이거 공 흘릴 사람이 제 책임 아우 개빠져	0	0	1	0	0	0	0	0
이거 과적이야	0	0	1	0	0	0	0	0
이거 굳이 같은데	0	0	1	0	0	0	0	0
이거 궁금해	0	0	0	0	0	0	0	1
이거 그거네 일렬로 만들어야 되겠다	0	0	1	0	0	0	0	0
이거 그거다	0	0	1	0	0	0	0	0
이거 그거야 [유저] 야 윷 잠깐만 윷 와 진짜 아 됐다	0	0	0	0	1	0	0	0
이거 그냥 갖다 버린 거잖아	0	0	1	0	0	0	0	0
이거 그냥 게이지 누구 움직이면 게이지가 그냥 일정하게 닳아 그니까 그니까 빨리 안 닳아 아 오케이 이해했어	0	0	0	0	0	0	1	0
이거 그냥 다시 해야 되는 것 같은데	0	0	0	0	0	0	0	1
이거 그냥 뒤에 사람이 안 끌어줘도 됨	0	0	1	0	0	0	0	0
이거 그냥 만약에 [유저] 죽잖아	0	0	1	0	0	0	0	0
이거 그냥 빼고 가죠	0	0	0	0	0	0	0	1
이거 그냥 이 씨발 못하는걸 인증하지말고 잘하라고 성 나가있는거 보이는것이 개잘못 너네 개지랄해놓고 씌웠다가 야야야야 안돼	1	0	0	0	0	0	0	0
이거 그냥 점프 안하고 떨어져도 됐지않아 하나 둘 셋 오케이 이렇게 쭉 가면 돼	0	0	0	0	0	0	1	0
이거 그니까 둘이 애정평 지리네	0	0	1	0	0	0	0	0
이거 그럼 밟고 지나가는 것이 맞는 거 같은데 이렇게 와	0	0	0	0	0	0	0	1
이거 그쪽 말고 그쪽 말고 반대쪽 반대쪽 반대쪽 내려야 돼	0	0	1	0	0	0	0	0
이거 그치 점프해서 어 이렇게 해서 점프해서 이렇게 해서 자 점프 아 나와봐	0	0	0	0	0	0	1	0
이거 근데	0	0	1	0	0	0	0	0
이거 근데 정합한 방법이 있어	0	0	1	0	0	0	0	0
이거 금방 했네	0	0	1	0	0	0	0	0
이거 기둥넘고 내가 후추꺼 눌러줄께요	0	0	0	0	0	0	0	1
이거 깔짝 한 번 해야 돼요	0	0	0	0	0	0	0	1
이거 깨겠지	0	0	1	0	0	0	0	0
이거 꽁트예요	0	0	1	0	0	0	0	0
이거 꽃이다 이 자식아 아 진짜 하지 말라고 니네 니네 하지 말라고 진짜 오 [유저] 좋아	0	0	0	0	1	0	0	0
이거 꽤 어렵거든요	0	0	1	0	0	0	0	0
이거 나 왜 안 올라가지	0	0	0	0	0	0	0	1
이거 나 진짜 어떻게 바꿨는지 몰랐어	0	0	0	0	0	1	0	0
이거 나 해봤지	0	0	0	0	0	0	0	1
이거 나까지 안 시켜도 될 것 같은데	0	0	1	0	0	0	0	0
이거 나다 싶지않아 그냥 누르고 있을래	0	0	1	0	0	0	0	0
이거 나만 움직이면 다 같이 움직이는 거 아니야	0	0	0	0	0	0	0	1
이거 나빠 위에 있던 사람들이 더 이상 못 떠서 그렇게 하고 나면 다들 깔끔하게 해야지 자기 구역만 자기 구역 깔끔하게 채우자 자기만 잘하면 된다	0	0	0	0	0	0	0	1
이거 나쁘지 않아 나쁘지 않아	0	0	1	0	0	0	0	0
이거 나쁜 이거 이거 잘못된 거지	0	0	0	1	0	0	0	0
이거 나오자마자 이렇게 찾는 거야	0	0	1	0	0	0	0	0
이거 나와봐	0	0	0	0	0	0	0	1
이거 나와지냐	0	0	0	0	0	0	0	1
이거 나한테 안 와	0	0	0	0	0	0	0	1
이거 날라갔어	0	0	1	0	0	0	0	0
이거 날리는 거다	0	0	1	0	0	0	0	0
이거 남 탓을 못 해서 좀 그런데 아하 저	0	0	0	0	0	0	0	1
이거 남의 가방에서 훔치기가 되네	0	0	0	0	0	0	0	1
이거 내 자리를 막았지않아 [유저] 야 저거 복구할 수 있음	0	0	1	0	0	0	0	0
이거 내가 [유저] 본 거야	0	0	0	0	0	0	0	1
이거 내가 그냥 통과할게	0	0	0	0	0	0	0	1
이거 내가 꼬였어	0	0	0	0	0	0	0	1
이거 내가 다 했다	0	0	0	0	0	0	0	1
이거 내가 뭐 했는지 대충 힌트는 줘도 돼요	0	0	0	0	0	0	0	1
이거 내가 뿌시 칠라니까	0	0	0	0	0	0	0	1
이거 내가 좋아하는 얘기잖아	0	0	0	0	0	0	1	0
이거 내려가는 발판이나보다 기다려 기다려 기다려 가만히 있어 올라가야 된다	0	0	0	0	0	0	0	1
이거 내려서 통나무 오지 통나무 쌓여 여기 지나가버려 쌓여 오케이 이야	0	0	0	0	0	0	1	0
이거 너 뭐야	0	0	0	0	1	0	0	0
이거 너 전화 안 받잖아	0	0	1	0	0	0	0	0
이거 너구리가 덧점수 다 먹는 거 같은데 이거	0	0	0	0	0	0	0	1
이거 너무 아팠어	0	0	1	0	0	0	0	0
이거 너무 압도적인데 대기 대기 대기 이것이 나야 자 우리 말하는거 한번 볼까요	0	0	1	0	0	0	0	0
이거 너무 어려운데	0	0	1	0	0	0	0	0
이거 너무 잘한다	0	0	0	0	0	0	1	0
이거 너무 좋아	0	0	0	0	0	0	1	0
이거 너무 힘들면은 박자 지르는데	0	0	1	0	0	0	0	0
이거 넘어가면 어떻게 되는 거지	0	0	0	0	0	1	0	0
이거 노란팔이야	0	0	1	0	0	0	0	0
이거 놔봐	0	0	0	0	0	0	0	1
이거 놔봐 우리끼리 싸웠나 슛 [유저] 슛 골 아하하하하 이것이 뭐야	0	0	0	0	1	0	0	0
이거 누가 움직여야 돼	0	0	0	0	0	0	0	1
이거 누가 하자 했어	0	0	0	0	0	0	0	1
이거 누구야	0	0	1	0	0	0	0	0
이거 눈꽃형이 먹으라고 만들어 주는 거야	0	0	1	0	0	0	0	0
이거 다 같이 점프해서 맞게 해야 돼	0	0	0	0	0	0	0	1
이거 다 그냥 서 있어야 되는 거 아니야	0	0	1	0	0	0	0	0
이거 다 나르샘 3번이 나르샘 마지막 나다 마지막 나다 7번이 밀렸지 올라갈수있음	0	0	1	0	0	0	0	0
이거 다 탑을 쌓아서 한 번에 가야 되네	0	0	0	0	0	0	0	1
이거 다리가 왜 이리 돌아가나	0	0	0	0	0	0	0	1
이거 다시 가보자	0	0	0	0	0	0	0	1
이거 다시 하자 할 수 있다	0	0	1	0	0	0	0	0
이거 다시 해야 돼	0	0	0	0	0	0	0	1
이거 다음 턴을 갖게 다음 턴의 에 잠깐 불안한 것이 있는데 저거 뭐야	0	0	0	0	1	0	0	0
이거 다음에 2줄 미리 해놓는것이 좋을거 같은데	0	0	0	0	0	0	0	1
이거 다주가 내려가 다주가 다주 블럭 썼잖아	0	0	0	0	0	0	0	1
이거 답변 하다일이 뭐야	0	0	0	0	1	0	0	0
이거 닿으면 안 돼요	0	0	0	0	0	1	0	0
이거 대관이 내가 먼저야	0	0	0	0	0	0	0	1
이거 도끼야	0	0	1	0	0	0	0	0
이거 도끼야 도망가 그냥 도망갈것이 도망가는 중이야	0	0	0	0	0	0	0	1
이거 돈 아까운데요	0	0	1	0	0	0	0	0
이거 돌려 저 머리 쳐줄게 저 머리 쳐줄게	0	0	1	0	0	0	0	0
이거 돌아가는 거 랜덤이야	0	0	0	0	0	0	0	1
이거 동시에인 거 같은데	0	0	1	0	0	0	0	0
이거 되게 오묘한 게임이네	0	0	1	0	0	0	0	0
이거 된다	0	0	1	0	0	0	0	0
이거 두 명 동시에 뛰면 재밌겠는데	0	0	1	0	0	0	0	0
이거 둘 다 올라가 있는 상태로 이렇게 하면 된다니까	0	0	0	0	0	0	0	1
이거 뒤돌아 봐야 되는 거 이거 안 보면은 내가 보고 있을게	0	0	0	0	0	0	0	1
이거 뒤에 한번 좀 해보자고요	0	0	0	0	0	0	0	1
이거 들어가서 다섯 번 이기면은 이기는 거구나	0	0	0	0	0	0	0	1
이거 딥라인이 앞에 쫄버들 다 뒤로 가	0	0	0	0	0	0	0	1
이거 따라가야 돼	0	0	0	0	0	0	0	1
이거 딱 보면 사람들 다 알아	0	0	1	0	0	0	0	0
이거 딴거 하자	0	0	1	0	0	0	0	0
이거 떨어지면서	0	0	1	0	0	0	0	0
이거 또 누구야	0	0	1	0	0	0	0	0
이거 리얼 진짜로 땅의 마지막이 진짜 발발 하자 일부 마지막 이란 듯 아 뭐 왜 이렇게 오는거 아니야	0	0	0	0	1	0	0	0
이거 리얼 진패인지	0	0	1	0	0	0	0	0
이거 리얼 진팬지인데 아 이거	0	0	1	0	0	0	0	0
이거 리전 [유저]	0	0	1	0	0	0	0	0
이거 마우스 움직이니까 이것이 왜 나와	0	0	0	0	0	0	0	1
이거 막아둘것이 야	0	0	1	0	0	0	0	0
이거 맛있는거인데	0	0	1	0	0	0	0	0
이거 망했다	0	0	0	0	0	1	0	0
이거 망했어	0	0	0	0	0	1	0	0
이거 맞는데	0	0	1	0	0	0	0	0
이거 맞지않아	0	0	1	0	0	0	0	0
이거 맞혀	0	0	1	0	0	0	0	0
이거 맵이 어 야 이거 빨리 들어가야 되는데 이거 나 그럼 타고 있을것이 일렬로 있어야 되겠는데 일렬로 있으라고요	0	0	0	0	0	0	0	1
이거 머리 무턱이 왼쪽도 그렇고 오 됐다	0	0	1	0	0	0	0	0
이거 머리 줘면 되잖아	0	0	1	0	0	0	0	0
이거 머리위에 쌓아 많 Shiworld guid 이거 머리위에 쌓아야해 야 끝까지 올라가고 점프하자 자 최대한 올라가고 하자 배신하는거 없다	0	0	0	0	0	0	0	1
이거 먹고 나서 이거 졸린 것이 있는 것 같아요	0	0	1	0	0	0	0	0
이거 먹어	0	0	1	0	0	0	0	0
이거 먹어봐	0	0	0	0	0	0	0	1
이거 먹으니까 아 기면증 아 진짜 님들 저 체력이 다 엎어져요	0	0	0	0	1	0	0	0
이거 먹자	0	0	1	0	0	0	0	0
이거 멈춰	0	0	0	0	0	0	0	1
이거 멈춰야 되나봐요	0	0	0	0	0	0	0	1
이거 메커니즘을 좀 해보자 아아 나 이해했어	0	0	0	0	0	0	0	1
이거 모르겠는데	0	0	1	0	0	0	0	0
이거 목규야	0	0	1	0	0	0	0	0
이거 몬푸시 아 진짜 레전드네	0	0	0	0	1	0	0	0
이거 못하나	0	0	1	0	0	0	0	0
이거 못하는 사람이야	0	0	1	0	0	0	0	0
이거 못해요 해봐	0	0	0	1	0	0	0	0
이거 무슨 얘기야	0	0	1	0	0	0	0	0
이거 무조건 내려야 돼	0	0	1	0	0	0	0	0
이거 뭐 어쩌냐	0	0	1	0	0	0	0	0
이거 뭐 어쩌라고	0	0	1	0	0	0	0	0
이거 뭐 하는 거야	0	0	1	0	0	0	0	0
이거 뭐냐	0	0	1	0	0	0	0	0
이거 뭐야	0	0	0	0	1	0	0	0
이거 뭐야 가운데	0	0	0	0	1	0	0	0
이거 뭐야 뭐야 뭔데	0	0	0	0	1	0	0	0
이거 뭐에요	0	0	1	0	0	0	0	0
이거 뭐임	0	0	1	0	0	0	0	0
이거 뭐죠	0	0	1	0	0	0	0	0
이거 뭐지	0	0	1	0	0	0	0	0
이거 뭐하냐	0	0	0	1	0	0	0	0
이거 뭔가	0	0	0	0	0	0	0	1
이거 뭔데	0	0	1	0	0	0	0	0
이거 뭘까	0	0	1	0	0	0	0	0
이거 밀리 제대로 내고 있는 거 맞아	0	0	0	0	0	0	1	0
이거 밀리네 밀리네 밀려 안 밀린다고 야 너 큰 데 서있어봐	0	0	0	0	0	0	0	1
이거 밀면 안돼	0	0	0	0	0	1	0	0
이거 밀어주고 가야 돼	0	0	0	0	0	0	0	1
이거 밀어줘 밀어줘 노란색 네버 노란색 네버 노란색 노란색 이 정도면 돼	0	0	0	0	0	0	0	1
이거 밑으로 좀 내리면 안되냐	0	0	1	0	0	0	0	0
이거 바뀐다	0	0	1	0	0	0	0	0
이거 바로 던질게	0	0	1	0	0	0	0	0
이거 반대라고 반대라고 반대라고 이새끼야 반대 반대 그냥 와 밀지 말고 그냥 와 이새끼야 일로와	1	0	0	0	0	0	0	0
이거 밟고 그렇지 얘 살려 야 이거 이건 거 같은데 아 초록색 제발 아 괜찮아	0	0	0	0	0	0	1	0
이거 밟으면 안 돼	0	0	0	0	0	1	0	0
이거 밤을 잡아야 돼	0	0	1	0	0	0	0	0
이거 밧줄 타고 내려오세요	0	0	0	0	0	0	0	1
이거 방법이 없는데	0	0	1	0	0	0	0	0
이거 방송에서 다 적어놓으세요	0	0	1	0	0	0	0	0
이거 방장 빼고 핑이 좀 튀어요	0	0	1	0	0	0	0	0
이거 방패는 꿀 빨고 있어	0	0	1	0	0	0	0	0
이거 방향 조절 잘해야 되는 거 아냐 우리	0	0	0	0	0	0	1	0
이거 버튼 누르지 말걸	0	0	1	0	0	0	0	0
이거 보게 주는 거다	0	0	1	0	0	0	0	0
이거 보내고 가자 올라가 본능적으로 느낌대로 가자	0	0	0	0	0	0	0	1
이거 보세요	0	0	0	0	0	0	0	1
이거 보이지	0	0	1	0	0	0	0	0
이거 봐 역순이잖아	0	0	0	0	0	0	0	1
이거 봐봐	0	0	0	0	0	0	0	1
이거 비교해봐야겠다	0	0	0	0	0	0	0	1
이거 빨리 가야돼	0	0	0	0	0	0	0	1
이거 빨리 가야되는거 같은데 아이씨 이얍	0	0	0	0	1	0	0	0
이거 빨리 눌렀어	0	0	0	0	0	0	0	1
이거 뺄게요	0	0	1	0	0	0	0	0
이거 사람 세워야되네	0	0	1	0	0	0	0	0
이거 사람들 환장한다 쟤는	0	0	0	0	1	0	0	0
이거 살짝 당겨서 오른쪽으로 털	0	0	0	0	0	0	0	1
이거 색깔을 변하자	0	0	1	0	0	0	0	0
이거 서열 손으로 잘 못 뛰는 사람이 맨 위층에 있어야 된다고 왜 나라고했지	0	0	1	0	0	0	0	0
이거 설마	0	0	1	0	0	0	0	0
이거 속도 느려가지고 괜찮아 할만한데	0	0	0	0	0	0	0	1
이거 쉬운 거야 쉬운 거야	0	0	1	0	0	0	0	0
이거 쉬운 거잖아	0	0	1	0	0	0	0	0
이거 쉬워	0	0	1	0	0	0	0	0
이거 쉬워 재밌네요	0	0	1	0	0	0	0	0
이거 쉽다	0	0	1	0	0	0	0	0
이거 쉽지	0	0	1	0	0	0	0	0
이거 스피드 그거던가 보다 화면이 자동으로 움직이는 거라 빨리 빨리 가야겠구만 계단 계단 계단 양띵일 삼식일 [유저] 일 삼식일 어 나 [유저] 땡일 죽음 내 건 아님	0	0	0	0	0	0	0	1
이거 시간이다 시간 이거 몇번이 해	0	0	0	0	0	0	0	1
이거 실수한 새끼 뒤통수 후려 때리는 거 없냐	1	0	0	0	0	0	0	0
이거 쌓는 거다	0	0	1	0	0	0	0	0
이거 쌓아가지고 해 어차피 쌓아가지고 1자로 만들어야 돼	0	0	0	0	0	0	0	1
이거 쌓자 이거 쌓자 아니 안 쌓아도 돼	0	0	1	0	0	0	0	0
이거 쏘리 아 맞아	0	0	0	0	0	0	1	0
이거 아 나 눈물나	0	0	1	0	0	0	0	0
이거 아 나 봤다	0	0	1	0	0	0	0	0
이거 아 내가 골이 됐어	0	0	0	0	0	0	0	1
이거 아 새로운 맵 친구 따라 [유저] 가기 친구 따라가면 된다	0	0	0	0	0	0	0	1
이거 아 얘는 왜 이래	0	0	0	0	1	0	0	0
이거 아 이거 계단 만드는 거야	0	0	1	0	0	0	0	0
이거 아 이거 다 먹는거네	0	0	1	0	0	0	0	0
이거 아 이거 점프해준다 오야	0	0	0	0	0	0	0	1
이거 아 이제 따로 한다	0	0	1	0	0	0	0	0
이거 아 저기 저기 저기 요렇게 피해주는 거 같아 요렇게 피해주는 거 같아 요렇게 피해주는 거 같아	0	0	0	0	0	0	0	1
이거 아 죄송 죄송 앞에 8번부터 가 8번부터 옳지 옳지 멈춰 멈춰 오케이 한 명씩 한 명씩 멈춰 멈춰 멈춰 누구야	0	0	0	0	0	0	1	0
이거 아냐	0	0	1	0	0	0	0	0
이거 아니 그건 아니지	0	0	1	0	0	0	0	0
이거 아니 이거 너무했어요	0	0	1	0	0	0	0	0
이거 아니 이것이 화살표가 바로 아니네	0	0	0	0	0	0	0	1
이거 아니면 다 멈춰볼래	0	0	0	0	0	0	0	1
이거 아니야	0	0	1	0	0	0	0	0
이거 아닌가	0	0	0	0	0	0	0	1
이거 아래로 두 명만 보내주자 처음에 [유저] 가 점프해도 먹어줘	0	0	0	0	0	0	0	1
이거 아래를 볼 수 있을까요	0	0	1	0	0	0	0	0
이거 아무도 못 가게 생겼다 씨 닭 죽었습니다	0	0	0	0	0	1	0	0
이거 아예 달리자 고개 끝났다고 재밌잖아	0	0	0	0	0	1	0	0
이거 아이 구라야	0	0	1	0	0	0	0	0
이거 아이가 아 또 대화노 아니 무거운거 이거 사주를 쓰자마자 되는거 아이 무거운거 이거 어디갔노 [유저] 여기 바로 구멍있데 무신해래	0	0	0	0	0	0	0	1
이거 아이씨 미쳤네 한기가 올라오는 거야	1	0	0	0	0	0	0	0
이거 아입니꺼	0	0	1	0	0	0	0	0
이거 아주 좋았다	0	0	1	0	0	0	0	0
이거 아주 좋잖아요	0	0	1	0	0	0	0	0
이거 악녀 어차피 혼자 셋이 다니죠	0	0	1	0	0	0	0	0
이거 안 닿아가지고 천천히 나 나 나 어 삼총아 삼총아 발 봐	0	0	0	0	0	0	0	1
이거 안 돼	0	0	0	0	0	1	0	0
이거 안 보여 돼지	0	1	0	0	0	0	0	0
이거 안나오는데 이거	0	0	1	0	0	0	0	0
이거 안되겠으면 A랑 D랑 이거 해야돼요	0	0	0	0	0	0	0	1
이거 안될 것 같은데 자 셋 하면 가는거에요	0	0	0	0	0	0	0	1
이거 안마자 이거 volunteer 때문 ientes 그것 때문에 안마자 다 뒤로 오세요	0	0	0	0	0	0	0	1
이거 앞뒤로 갈수가 없어 동시에 여섯명이 가야하는데 한 번에 여섯명 오라고 빨리 오라고 여기 여기 여기 됐어	0	0	0	0	0	0	0	1
이거 약간 공 왼쪽으로 가야 돼	0	0	0	0	0	0	0	1
이거 약간 나다 싶지않아	0	0	1	0	0	0	0	0
이거 약간 뒤로 가봐 하나 둘 셋 재밌어	0	0	0	0	0	0	0	1
이거 약간 예측샷 해야 된다	0	0	0	0	0	0	0	1
이거 어 대박이다	0	0	0	0	0	0	1	0
이거 어 됐다고해 가자 문 열어야지	0	0	0	0	0	0	0	1
이거 어 뭐야	0	0	0	0	1	0	0	0
이거 어 아깝다	0	0	0	0	0	1	0	0
이거 어 어 어 아자 아자 아자 오지마 봐 정비 정비 정비해야 돼	0	0	0	0	0	0	0	1
이거 어 이거 비행기 하는 거 봐	0	0	0	0	0	0	0	1
이거 어 이거 왜냐면 안 엎고 가만히 냅두면 죽어요	1	0	0	0	0	0	0	0
이거 어 저 틀어주세요	0	0	1	0	0	0	0	0
이거 어 전기를 넣어야 돼 반대로 넣어야 돼	0	0	1	0	0	0	0	0
이거 어떡하지	0	0	1	0	0	0	0	0
이거 어떻게 가냐	0	0	0	0	0	1	0	0
이거 어떻게 나가	0	0	0	0	0	1	0	0
이거 어떻게 내려가지	0	0	0	0	0	1	0	0
이거 어떻게 바꿔	0	0	0	0	0	1	0	0
이거 어떻게 뱉어	0	0	0	0	0	1	0	0
이거 어떻게 살아나지	0	0	0	0	0	1	0	0
이거 어떻게 열어	0	0	0	0	0	1	0	0
이거 어떻게 올라가지	0	0	0	0	0	1	0	0
이거 어떻게 지나갈래 도훈아	0	0	0	0	0	1	0	0
이거 어떻게 하는 거야	0	0	0	0	0	1	0	0
이거 어떻게 하는거냐고	0	0	0	0	0	1	0	0
이거 어떻게 하는거인데 아니 여기 못올라가	0	0	0	0	0	1	0	0
이거 어떻게 해	0	0	0	0	0	1	0	0
이거 어떻게 해 이제	0	0	0	0	0	1	0	0
이거 어려웠다	0	0	1	0	0	0	0	0
이거 어차피	0	0	1	0	0	0	0	0
이거 언제까지 따서 나 대충 알 것 같아	0	0	1	0	0	0	0	0
이거 얼음이네요	0	0	1	0	0	0	0	0
이거 에너지파 봉대 다들 챙길 거 다 챙겨요	0	0	1	0	0	0	0	0
이거 에잇 이거야	0	0	1	0	0	0	0	0
이거 여기 그 소통기 있잖아	0	0	1	0	0	0	0	0
이거 여기 아래로 안돼	0	0	0	0	0	1	0	0
이거 여기 어떻게 나가지	0	0	0	0	0	1	0	0
이거 여기서 그냥 아래로 덮개	0	0	1	0	0	0	0	0
이거 역시나 자 아래에 와악 진짜네 진짜네	0	0	0	0	0	0	0	1
이거 연결 안되는데 아 진짜 와 아 이거 그거다 이거 범인찾기 한다	0	0	0	0	1	0	0	0
이거 열쇠인사람부터 안 말리긴 하는데 아 막혔네	0	0	1	0	0	0	0	0
이거 옆에 이거 어떡해	0	0	0	0	0	1	0	0
이거 오 오 오 날라차기가 안되잖아	0	0	0	0	0	0	0	1
이거 오늘 점심 두 그릇 먹은 사람 누구야	0	0	1	0	0	0	0	0
이거 오른쪽 위에 있는 것부터 바로 눌러야 돼	0	0	0	0	0	0	0	1
이거 오른쪽에 넘어가신 4분이 왼쪽으로 밀어주세요	0	0	0	0	0	0	0	1
이거 오른쪽으로 해서 약간 저거 같이 같이 쌓을 수 있게 해야되는거 아니야	0	0	0	0	0	0	0	1
이거 오버는 안 돼	0	0	0	0	0	1	0	0
이거 올라가	0	0	0	0	0	0	0	1
이거 올라가는 것도 발판 해줘야 돼	0	0	0	0	0	0	0	1
이거 올라가서 한 칸 차이를 떨어뜨려주나 봐	0	0	0	0	0	0	0	1
이거 올라간 상태에서 커져야됨	0	0	1	0	0	0	0	0
이거 와 비코파크였습니다	0	0	0	0	0	0	0	1
이거 와 재밌다	0	0	0	0	0	0	0	1
이거 와봐	0	0	0	0	0	0	0	1
이거 왜 나왔지	0	0	1	0	0	0	0	0
이거 왜 엎어요	0	0	1	0	0	0	0	0
이거 왜 이러냐	0	0	0	0	1	0	0	0
이거 왜 이렇게 길이야	0	0	1	0	0	0	0	0
이거 왜이래 계획한척 계획 계획한척 야 뭐해	0	0	0	1	0	0	0	0
이거 왼쪽 해 여기 있었네 자 오케이 다음 턴 가자	0	0	0	0	0	0	1	0
이거 우리 딥라인 사람들이 앞에가 빨리 가야돼	0	0	0	0	0	0	0	1
이거 우리가 위에 칸에 가있는거 어때	0	0	0	0	0	0	0	1
이거 우유가 짱짱 세네	0	0	0	0	0	0	1	0
이거 웃기다	0	0	1	0	0	0	0	0
이거 원코인 해야돼	0	0	0	0	0	0	0	1
이거 위로 올라가서 일단 A로 살려야죠	0	0	0	0	0	0	0	1
이거 위아래	0	0	1	0	0	0	0	0
이거 윗면에 위에 사람 움직일 수 없네	0	0	1	0	0	0	0	0
이거 으으으으으으 미안하다	0	0	1	0	0	0	0	0
이거 의식하자 의식	0	0	1	0	0	0	0	0
이거 이 연못 때문에 지은 거잖아	0	0	1	0	0	0	0	0
이거 이 자식이 알거든 진짜로 개핵살인이야	0	0	0	0	1	0	0	0
이거 이거 갈꺼에요	0	0	1	0	0	0	0	0
이거 이거 놓고 한국인의 목표는 맵이네	0	0	1	0	0	0	0	0
이거 이거 느낌 싸하다	0	0	1	0	0	0	0	0
이거 이거 뭐야	0	0	0	0	1	0	0	0
이거 이거 밀까	0	0	1	0	0	0	0	0
이거 이거 빨아주는 춤 해야 되는데 [유저] 언니 비키라고 빨아주는거 뭐야	0	0	0	0	1	0	0	0
이거 이거 여기서 내가 이렇게 그렇지 그렇지 어 어 어 거길 밟고 나간다고 아니 아니 생각 내가 먼저 할까	0	0	0	0	0	0	1	0
이거 이거 이거	0	0	1	0	0	0	0	0
이거 이거 이거 개꿀이야	0	0	1	0	0	0	0	0
이거 이거 이거 아아 그치 이거 나는 아니면 우리가 처음에 시작할 때부터 다 같이 빨고 왼쪽 제일 끝에 있는 사람이 애초부터 그냥 여기로 바로 가버리면 어때	0	0	0	0	0	0	1	0
이거 이거 이거 오른쪽 이동 와우 열쇠로 문을 열어 한 놈 없으니까 진행이 매끄러운데 잠깐만 잠깐만 야 이 점프 점프 이단점프 이새끼야 아 이단점프 아 야 저 오른쪽 위 왼쪽 위를 분다면서	1	0	0	0	0	0	0	0
이거 이거 이거 죽는다	0	0	1	0	0	0	0	0
이거 이거 정리 뭐냐 우리 뭐야	0	0	0	0	1	0	0	0
이거 이거 형도 점프하고 나도 점프해야돼	0	0	0	0	0	0	0	1
이거 이걸 제가 막으면 네 미사일만 막아 오히려 님들이 쓸 수가 없어 못 쏴 못 쏴 최알배 앨배가 미안하죠	0	0	0	0	0	0	0	1
이거 이것이	0	0	1	0	0	0	0	0
이거 이것이 블랙홀이다	0	0	1	0	0	0	0	0
이거 이것이 첫번째 스테이지야	0	0	1	0	0	0	0	0
이거 이것이 한명보다 두명이 두명보다 네명이 낫다	0	0	1	0	0	0	0	0
이거 이래갖고 진행을 어떻게 시작점에서 얼마 오지도 못했어	0	0	0	0	0	1	0	0
이거 이렇게 가죠	0	0	0	0	0	0	0	1
