문장	여성/가족	남성	성소수자	인종/국적	연령	지역	종교	기타 혐오	악플/욕설	clean
아니 막 너네가 옴	0	0	0	0	0	0	0	0	0	0
아니 난 안내려갔어	0	0	0	0	0	0	0	0	0	0
야 진짜 미친놈이다	0	0	0	0	0	0	0	0	0	0
냉장고인 거 아니야	0	0	0	0	0	0	0	0	0	0
화면 밖으로 나가라	0	0	0	0	0	0	0	0	0	0
아니 말하고 있는데	0	0	0	0	0	0	0	0	0	0
아니야 이제 알았어	0	0	0	0	0	0	0	0	0	0
이미 끝났어요 이거	0	0	0	0	0	0	0	0	0	0
아니 야 야 어딨어	0	0	0	0	0	0	0	0	0	0
아니 다 뒤로 가봐	0	0	0	0	0	0	0	0	0	0
나 자존감 떨어졌어	0	0	0	0	0	0	0	0	0	0
[유저] 를 못하나	0	0	0	0	0	0	0	0	0	0
말 못 해도 괜찮아	0	0	0	0	0	0	0	0	0	0
자 화낸거 아니시죠	0	0	0	0	0	0	0	0	0	0
아니 속도 맞춰야지	0	0	0	0	0	0	0	0	0	0
아니 화낸거 아니야	0	0	0	0	0	0	0	0	0	0
아니야 갈 수 있어	0	0	0	0	0	0	0	0	0	0
야 그것까지 못했다	0	0	0	0	0	0	0	0	0	0
내가 못 움직이겠네	0	0	0	0	0	0	0	0	0	0
야 가 아니 그렇지	0	0	0	0	0	0	0	0	0	0
우리가 하나가 되네	0	0	0	0	0	0	0	0	0	0
살아있는 거 못 해	0	0	0	0	0	0	0	0	0	0
정신이 장난 아니네	0	0	0	0	0	0	0	0	0	0
아니다 하나 안 해	0	0	0	0	0	0	0	0	0	0
아니 아닌데 이거야	0	0	0	0	0	0	0	0	0	0
아니 크게 하고 와	0	0	0	0	0	0	0	0	0	0
아니야 보이지 않아	0	0	0	0	0	0	0	0	0	0
내가 잘못 아니었어	0	0	0	0	0	0	0	0	0	0
그거 후레쉬 아니야	0	0	0	0	0	0	0	0	0	0
아니 뭐해 [유저]	0	0	0	0	0	0	0	0	0	0
아니요 화가왜 나요	0	0	0	0	0	0	0	0	0	0
아니 배열 본거인가	0	0	0	0	0	0	0	0	0	0
이거 진짜 잘못한듯	0	0	0	0	0	0	0	0	0	0
아니 아니 밀면 돼	0	0	0	0	0	0	0	0	0	0
아니 왜 화를 내서	0	0	0	0	0	0	0	0	0	0
아니 A가 왜 눌러	0	0	0	0	0	0	0	0	0	0
아니지 이걸 못하나	0	0	0	0	0	0	0	0	0	0
진짜 답답해 죽겠네	0	0	0	0	0	0	0	0	0	0
아니 아니 가만히	0	0	0	0	0	0	0	0	0	0
아니 너가 깨야지	0	0	0	0	0	0	0	0	0	0
아니 어떻게 나가	0	0	0	0	0	0	0	0	0	0
아니 해봤다면서요	0	0	0	0	0	0	0	0	0	0
아니 6번 누구야	0	0	0	0	0	0	0	0	0	0
아 나는 못 가네	0	0	0	0	0	0	0	0	0	0
마음이 편안해졌어	0	0	0	0	0	0	0	0	0	0
테트리스 개못하네	0	0	0	0	0	0	0	0	0	0
아니 일로 오라고	0	0	0	0	0	0	0	0	0	0
아니 너 부리잖아	0	0	0	0	0	0	0	0	0	0
아니 나를 죽였어	0	0	0	0	0	0	0	0	0	0
컨트롤 누가 할래	0	0	0	0	0	0	0	0	0	0
가는 거 아니었어	0	0	0	0	0	0	0	0	0	0
아니 좀 그만해봐	0	0	0	0	0	0	0	0	0	0
저 A를 못 가요	0	0	0	0	0	0	0	0	0	0
아무것도 못 하쥬	0	0	0	0	0	0	0	0	0	0
아니 그 착각했어	0	0	0	0	0	0	0	0	0	0
애기 잘 못하잖아	0	0	0	0	0	0	0	0	0	0
아니 이런 거 봐	0	0	0	0	0	0	0	0	0	0
아니 어디가는거야	0	0	0	0	0	0	0	0	0	0
아니 비켜야 쏘지	0	0	0	0	0	0	0	0	0	0
나 오늘 잠 못자	0	0	0	0	0	0	0	0	0	0
여기 잘못 왔잖아	0	0	0	0	0	0	0	0	0	0
나 진짜 미치겠다	0	0	0	0	0	0	0	0	0	0
처음부터는 아니다	0	0	0	0	0	0	0	0	0	0
넌 사람 아니잖아	0	0	0	0	0	0	0	0	0	0
오 더 깨워 제발	0	0	0	0	0	0	0	0	0	0
아니 문 닫았어요	0	0	0	0	0	0	0	0	0	0
아직 안 끝났어요	0	0	0	0	0	0	0	0	0	0
그런 거 아니에요	0	0	0	0	0	0	0	0	0	0
와 너무 화가 나	0	0	0	0	0	0	0	0	0	0
아니 [유저] 지	0	0	0	0	0	0	0	0	0	0
아니 이거 해야지	0	0	0	0	0	0	0	0	0	0
아니 왜 안 올라	0	0	0	0	0	0	0	0	0	0
딴 데가 못 왔지	0	0	0	0	0	0	0	0	0	0
나 한글 잘 못해	0	0	0	0	0	0	0	0	0	0
개 빡치려고 그래	0	0	0	0	0	0	0	0	0	0
에이 영화나 오우	0	0	0	0	0	0	0	0	0	0
아니 너무 쉬운데	0	0	0	0	0	0	0	0	0	0
2 3번 아니었어	0	0	0	0	0	0	0	0	0	0
이거 못해요 해봐	0	0	0	0	0	0	0	0	0	0
생선 던지지 마라	0	0	0	0	0	0	0	0	0	0
아니 딱 치고 해	0	0	0	0	0	0	0	0	0	0
야 야 나 아니야	0	0	0	0	0	0	0	0	0	0
아니 이것이 뭐야	0	0	0	0	0	0	0	0	0	0
거기도 못 올라가	0	0	0	0	0	0	0	0	0	0
자 아니 더 있어	0	0	0	0	0	0	0	0	0	0
아니 폭탄이 뭐야	0	0	0	0	0	0	0	0	0	0
아 방패 노답이네	0	0	0	0	0	0	0	0	0	0
그 정도 아니었어	0	0	0	0	0	0	0	0	0	0
진짜 제일 빡쳤다	0	0	0	0	0	0	0	0	0	0
잠깐만 답이 없어	0	0	0	0	0	0	0	0	0	0
한국인들이 아니네	0	0	0	0	0	0	0	0	0	0
아니야 왼쪽입니다	0	0	0	0	0	0	0	0	0	0
난 버러지 아니야	0	0	0	0	0	0	0	0	0	0
그냥 못하는 거야	0	0	0	0	0	0	0	0	0	0
아니 이거 봐야지	0	0	0	0	0	0	0	0	0	0
[유저] 못 읽어	0	0	0	0	0	0	0	0	0	0
아니 우리 잘하네	0	0	0	0	0	0	0	0	0	0
화가 많이 나셨네	0	0	0	0	0	0	0	0	0	0
아니 지금 가자매	0	0	0	0	0	0	0	0	0	0
다 네 잘못이니까	0	0	0	0	0	0	0	0	0	0
아니야 아니야 어	0	0	0	0	0	0	0	0	0	0
아니 A씨 뭐해요	0	0	0	0	0	0	0	0	0	0
아니 빨리 뛰라고	0	0	0	0	0	0	0	0	0	0
똑같은 거 아니야	0	0	0	0	0	0	0	0	0	0
좋아 아니 놔 봐	0	0	0	0	0	0	0	0	0	0
아니 마주 봐야지	0	0	0	0	0	0	0	0	0	0
미쳤다 미친 거지	0	0	0	0	0	0	0	0	0	0
아무도 통과 못해	0	0	0	0	0	0	0	0	0	0
이거 어떻게 나가	0	0	0	0	0	0	0	0	0	0
아니 어이가 없네	0	0	0	0	0	0	0	0	0	0
아니 난 안 넣어	0	0	0	0	0	0	0	0	0	0
아 형 제발 형님	0	0	0	0	0	0	0	0	0	0
아니 잠깐 열어봐	0	0	0	0	0	0	0	0	0	0
어우 제발 나왓	0	0	0	0	0	0	0	0	0	0
네 아 아니에요	0	0	0	0	0	0	0	0	0	0
미친 이거 뭐야	0	0	0	0	0	0	0	0	0	0
와 진짜 끝났다	0	0	0	0	0	0	0	0	0	0
아니 감탄하지마	0	0	0	0	0	0	0	0	0	0
먹으러 가 아니	0	0	0	0	0	0	0	0	0	0
급한 거 아니다	0	0	0	0	0	0	0	0	0	0
아니 아니 아니	0	0	0	0	0	0	0	0	0	0
아니 이거 뭐야	0	0	0	0	0	0	0	0	0	0
나 제발 끌어줘	0	0	0	0	0	0	0	0	0	0
지금 나 아니야	0	0	0	0	0	0	0	0	0	0
아니 그 뭐였지	0	0	0	0	0	0	0	0	0	0
야 이거 아니야	0	0	0	0	0	0	0	0	0	0
나가 나가 야아	0	0	0	0	0	0	0	0	0	0
가는 거 아니죠	0	0	0	0	0	0	0	0	0	0
아 이거 아니야	0	0	0	0	0	0	0	0	0	0
아니 나와봐 봐	0	0	0	0	0	0	0	0	0	0
아니 누가 오자	0	0	0	0	0	0	0	0	0	0
아니 너무 좁아	0	0	0	0	0	0	0	0	0	0
아니 나 못 가	0	0	0	0	0	0	0	0	0	0
아 잘못된 거야	0	0	0	0	0	0	0	0	0	0
또 이종 아니야	0	0	0	0	0	0	0	0	0	0
아니 길 막았어	0	0	0	0	0	0	0	0	0	0
아니 내가 책을	0	0	0	0	0	0	0	0	0	0
아 제발 오케이	0	0	0	0	0	0	0	0	0	0
나 이제 끝났어	0	0	0	0	0	0	0	0	0	0
깨야될거 아니야	0	0	0	0	0	0	0	0	0	0
제발 제발 제발	0	0	0	0	0	0	0	0	0	0
아니 개 잘하네	0	0	0	0	0	0	0	0	0	0
아니 안 쏘져요	0	0	0	0	0	0	0	0	0	0
아니 니가 먹어	0	0	0	0	0	0	0	0	0	0
아니 아니 봐봐	0	0	0	0	0	0	0	0	0	0
못할 수도 있지	0	0	0	0	0	0	0	0	0	0
어 진짜 못했어	0	0	0	0	0	0	0	0	0	0
안 나가지 않나	0	0	0	0	0	0	0	0	0	0
아 지금 아니야	0	0	0	0	0	0	0	0	0	0
와 진짜 못한다	0	0	0	0	0	0	0	0	0	0
아니요 왜 안가	0	0	0	0	0	0	0	0	0	0
아니 너무 잘해	0	0	0	0	0	0	0	0	0	0
이제 나가면 돼	0	0	0	0	0	0	0	0	0	0
아니 아 가야지	0	0	0	0	0	0	0	0	0	0
아니 니한테 쏴	0	0	0	0	0	0	0	0	0	0
아 진짜 망했다	0	0	0	0	0	0	0	0	0	0
제발 잘라주세요	0	0	0	0	0	0	0	0	0	0
아니 빨파 빠노	0	0	0	0	0	0	0	0	0	0
아니 이거 말고	0	0	0	0	0	0	0	0	0	0
얘를 못 참겠다	0	0	0	0	0	0	0	0	0	0
내가 답답했구만	0	0	0	0	0	0	0	0	0	0
답답하게 하세요	0	0	0	0	0	0	0	0	0	0
디럭스도 아니냐	0	0	0	0	0	0	0	0	0	0
화가 전혀 안나	0	0	0	0	0	0	0	0	0	0
제발 제발 됐다	0	0	0	0	0	0	0	0	0	0
[유저] 아니면	0	0	0	0	0	0	0	0	0	0
미친 잠수해야돼	0	0	0	0	0	0	0	0	0	0
아니 길먹고있어	0	0	0	0	0	0	0	0	0	0
어 제발 시키야	0	0	0	0	0	0	0	0	0	0
컨트롤 눌러봐봐	0	0	0	0	0	0	0	0	0	0
나 못 지나간다	0	0	0	0	0	0	0	0	0	0
아니 움직여야지	0	0	0	0	0	0	0	0	0	0
내 문제 아니야	0	0	0	0	0	0	0	0	0	0
아니 나와보라고	0	0	0	0	0	0	0	0	0	0
아니 나 자기야	0	0	0	0	0	0	0	0	0	0
나 나가지 않아	0	0	0	0	0	0	0	0	0	0
저 새끼 못 떼	0	0	0	0	0	0	0	0	0	0
아니 안 끝났어	0	0	0	0	0	0	0	0	0	0
올라오지도 못해	0	0	0	0	0	0	0	0	0	0
[유저] 아니야	0	0	0	0	0	0	0	0	0	0
와 진짜 망했다	0	0	0	0	0	0	0	0	0	0
저거 못 먹었어	0	0	0	0	0	0	0	0	0	0
알아서 못하겠어	0	0	0	0	0	0	0	0	0	0
아니 아니 없어	0	0	0	0	0	0	0	0	0	0
아니 뭔 소리야	0	0	0	0	0	0	0	0	0	0
피가 없어졌어요	0	0	0	0	0	0	0	0	0	0
아니 뭐해 뭐해	0	0	0	0	0	0	0	0	0	0
왜 못겨 6번	0	0	0	0	0	0	0	0	0	0
아니 잠깐만요	0	0	0	0	0	0	0	0	0	0
아니 죄송해요	0	0	0	0	0	0	0	0	0	0
제발요 형님을	0	0	0	0	0	0	0	0	0	0
왜 S가 잘못	0	0	0	0	0	0	0	0	0	0
아니지 아니지	0	0	0	0	0	0	0	0	0	0
나 왜 던졌어	0	0	0	0	0	0	0	0	0	0
나가야 되겠네	0	0	0	0	0	0	0	0	0	0
개빡잰데 이거	0	0	0	0	0	0	0	0	0	0
아 나 열받네	0	0	0	0	0	0	0	0	0	0
나 못 앉힌다	0	0	0	0	0	0	0	0	0	0
죽은거 아니야	0	0	0	0	0	0	0	0	0	0
던지지 마세요	0	0	0	0	0	0	0	0	0	0
정자 아니에요	0	0	0	0	0	0	0	0	0	0
아니 나 나함	0	0	0	0	0	0	0	0	0	0
잘못 볼 거야	0	0	0	0	0	0	0	0	0	0
그런것이 아니	0	0	0	0	0	0	0	0	0	0
이것이 아니라	0	0	0	0	0	0	0	0	0	0
아니 거지라고	0	0	0	0	0	0	0	0	0	0
아니 지가 왜	0	0	0	0	0	0	0	0	0	0
아니 왜 그래	0	0	0	0	0	0	0	0	0	0
아니 그러니까	0	0	0	0	0	0	0	0	0	0
아니 가 오른	0	0	0	0	0	0	0	0	0	0
진짜 잘못한듯	0	0	0	0	0	0	0	0	0	0
아니 어디갔어	0	0	0	0	0	0	0	0	0	0
아니 뭐하냐고	0	0	0	0	0	0	0	0	0	0
아니야 아니야	0	0	0	0	0	0	0	0	0	0
아니야 잘했어	0	0	0	0	0	0	0	0	0	0
너구리야 제발	0	0	0	0	0	0	0	0	0	0
아니 밀지 마	0	0	0	0	0	0	0	0	0	0
너무 화가 나	0	0	0	0	0	0	0	0	0	0
야 나가 나가	0	0	0	0	0	0	0	0	0	0
좀 제발 점프	0	0	0	0	0	0	0	0	0	0
아니 괜찮아요	0	0	0	0	0	0	0	0	0	0
나 아니라니까	0	0	0	0	0	0	0	0	0	0
아니 아 좋아	0	0	0	0	0	0	0	0	0	0
아니 뭐하세요	0	0	0	0	0	0	0	0	0	0
컨트롤 이슈다	0	0	0	0	0	0	0	0	0	0
이거는 아니야	0	0	0	0	0	0	0	0	0	0
싸운거 아니죠	0	0	0	0	0	0	0	0	0	0
오늘 정답이야	0	0	0	0	0	0	0	0	0	0
아니 왜 나야	0	0	0	0	0	0	0	0	0	0
말을 못하겠어	0	0	0	0	0	0	0	0	0	0
끝판 아니었어	0	0	0	0	0	0	0	0	0	0
아 진짜 못해	0	0	0	0	0	0	0	0	0	0
제발 잘해줄래	0	0	0	0	0	0	0	0	0	0
아니야 괜찮아	0	0	0	0	0	0	0	0	0	0
더럽게 못하네	0	0	0	0	0	0	0	0	0	0
깬 거 아니야	0	0	0	0	0	0	0	0	0	0
어떤 못 배워	0	0	0	0	0	0	0	0	0	0
아니 못 잡아	0	0	0	0	0	0	0	0	0	0
이 개빡다가리	0	0	0	0	0	0	0	0	0	0
아 미끄러졌어	0	0	0	0	0	0	0	0	0	0
응 통과 못해	0	0	0	0	0	0	0	0	0	0
싸운거 아니야	0	0	0	0	0	0	0	0	0	0
제발 죽었으면	0	0	0	0	0	0	0	0	0	0
옹돌이 끝났네	0	0	0	0	0	0	0	0	0	0
제발 멈추세요	0	0	0	0	0	0	0	0	0	0
나 손 아니야	0	0	0	0	0	0	0	0	0	0
아니 도와줘요	0	0	0	0	0	0	0	0	0	0
아 아우 뒷목	0	0	0	0	0	0	0	0	0	0
아니 얘 뭐야	0	0	0	0	0	0	0	0	0	0
아니 [유저]	0	0	0	0	0	0	0	0	0	0
화낸거 아니야	0	0	0	0	0	0	0	0	0	0
재밌어 끝났어	0	0	0	0	0	0	0	0	0	0
여기 못올라가	0	0	0	0	0	0	0	0	0	0
결과가 아니지	0	0	0	0	0	0	0	0	0	0
아니 야 가봐	0	0	0	0	0	0	0	0	0	0
아니 말한다고	0	0	0	0	0	0	0	0	0	0
아니 나 믿지	0	0	0	0	0	0	0	0	0	0
형 못 당긴다	0	0	0	0	0	0	0	0	0	0
아 떨어졌어요	0	0	0	0	0	0	0	0	0	0
별거 아니잖아	0	0	0	0	0	0	0	0	0	0
깡이 좋아졌어	0	0	0	0	0	0	0	0	0	0
아니 아니구나	0	0	0	0	0	0	0	0	0	0
공이 빨라졌어	0	0	0	0	0	0	0	0	0	0
나 뚫어졌어	0	0	0	0	0	0	0	0	0	0
이거 망했다	0	0	0	0	0	0	0	0	0	0
나 잘못났어	0	0	0	0	0	0	0	0	0	0
이건 끝났다	0	0	0	0	0	0	0	0	0	0
집이 빡세네	0	0	0	0	0	0	0	0	0	0
제발 내보내	0	0	0	0	0	0	0	0	0	0
생선 던지기	0	0	0	0	0	0	0	0	0	0
아니 10번	0	0	0	0	0	0	0	0	0	0
이거 못하나	0	0	0	0	0	0	0	0	0	0
아니 도원이	0	0	0	0	0	0	0	0	0	0
나 없어졌어	0	0	0	0	0	0	0	0	0	0
아니 늦었어	0	0	0	0	0	0	0	0	0	0
아니 괜찮아	0	0	0	0	0	0	0	0	0	0
오케이 정답	0	0	0	0	0	0	0	0	0	0
잘못 누른다	0	0	0	0	0	0	0	0	0	0
이거 망했어	0	0	0	0	0	0	0	0	0	0
아니 도깨는	0	0	0	0	0	0	0	0	0	0
가운데 아니	0	0	0	0	0	0	0	0	0	0
어차피 못해	0	0	0	0	0	0	0	0	0	0
아니 올라가	0	0	0	0	0	0	0	0	0	0
아니 어디야	0	0	0	0	0	0	0	0	0	0
아니야 이거	0	0	0	0	0	0	0	0	0	0
토시 아니야	0	0	0	0	0	0	0	0	0	0
아니 댕근아	0	0	0	0	0	0	0	0	0	0
제재들 답변	0	0	0	0	0	0	0	0	0	0
아니 A인데	0	0	0	0	0	0	0	0	0	0
그건 아니지	0	0	0	0	0	0	0	0	0	0
아니 비켜봐	0	0	0	0	0	0	0	0	0	0
게이즈 제발	0	0	0	0	0	0	0	0	0	0
아우 답답해	0	0	0	0	0	0	0	0	0	0
잘못 들었어	0	0	0	0	0	0	0	0	0	0
아니 정말로	0	0	0	0	0	0	0	0	0	0
아니 누구야	0	0	0	0	0	0	0	0	0	0
어떻게 나가	0	0	0	0	0	0	0	0	0	0
누가 던졌어	0	0	0	0	0	0	0	0	0	0
아니 도깨야	0	0	0	0	0	0	0	0	0	0
나와줘 제발	0	0	0	0	0	0	0	0	0	0
너무 못했어	0	0	0	0	0	0	0	0	0	0
합이 가졌어	0	0	0	0	0	0	0	0	0	0
제발 좀 가	0	0	0	0	0	0	0	0	0	0
아니 유녀님	0	0	0	0	0	0	0	0	0	0
아 깨졌어요	0	0	0	0	0	0	0	0	0	0
아니 얘들아	0	0	0	0	0	0	0	0	0	0
제발 살려줘	0	0	0	0	0	0	0	0	0	0
아니 더 가	0	0	0	0	0	0	0	0	0	0
제발 노랑아	0	0	0	0	0	0	0	0	0	0
거기서 제발	0	0	0	0	0	0	0	0	0	0
아니 어떻게	0	0	0	0	0	0	0	0	0	0
아니 폭탄을	0	0	0	0	0	0	0	0	0	0
이건 아니죠	0	0	0	0	0	0	0	0	0	0
아니 이 꺄	0	0	0	0	0	0	0	0	0	0
아니 빠른데	0	0	0	0	0	0	0	0	0	0
아니 마마님	0	0	0	0	0	0	0	0	0	0
어 빨라졌어	0	0	0	0	0	0	0	0	0	0
아니야 좋아	0	0	0	0	0	0	0	0	0	0
이거 아니야	0	0	0	0	0	0	0	0	0	0
답은 이거다	0	0	0	0	0	0	0	0	0	0
나 미치겠어	0	0	0	0	0	0	0	0	0	0
야 너 나가	0	0	0	0	0	0	0	0	0	0
몰래 아니야	0	0	0	0	0	0	0	0	0	0
아니 깨야지	0	0	0	0	0	0	0	0	0	0
아니 나와봐	0	0	0	0	0	0	0	0	0	0
빡대가리야	0	0	0	0	0	0	0	0	0	0
아니 내가	0	0	0	0	0	0	0	0	0	0
어 아니네	0	0	0	0	0	0	0	0	0	0
아니 뭐해	0	0	0	0	0	0	0	0	0	0
아 짜증나	0	0	0	0	0	0	0	0	0	0
개 빡친다	0	0	0	0	0	0	0	0	0	0
마라 제발	0	0	0	0	0	0	0	0	0	0
개 빡치네	0	0	0	0	0	0	0	0	0	0
돌빡이라뇨	0	0	0	0	0	0	0	0	0	0
아니 호나	0	0	0	0	0	0	0	0	0	0
지나가주고	0	0	0	0	0	0	0	0	0	0
아니 이지	0	0	0	0	0	0	0	0	0	0
안 망했어	0	0	0	0	0	0	0	0	0	0
아니 시간	0	0	0	0	0	0	0	0	0	0
네 아니다	0	0	0	0	0	0	0	0	0	0
안 끝났어	0	0	0	0	0	0	0	0	0	0
아니 씨발	0	0	0	0	0	0	0	0	0	0
아니 더워	0	0	0	0	0	0	0	0	0	0
아니 진짜	0	0	0	0	0	0	0	0	0	0
제발 나줘	0	0	0	0	0	0	0	0	0	0
하나가 자	0	0	0	0	0	0	0	0	0	0
아니 설마	0	0	0	0	0	0	0	0	0	0
우와 아니	0	0	0	0	0	0	0	0	0	0
근데 못탈	0	0	0	0	0	0	0	0	0	0
아니 봐봐	0	0	0	0	0	0	0	0	0	0
겁나 답답	0	0	0	0	0	0	0	0	0	0
아니 가봐	0	0	0	0	0	0	0	0	0	0
아니 놔봐	0	0	0	0	0	0	0	0	0	0
못 먹었어	0	0	0	0	0	0	0	0	0	0
제발 점프	0	0	0	0	0	0	0	0	0	0
능숙해졌어	0	0	0	0	0	0	0	0	0	0
나와 제발	0	0	0	0	0	0	0	0	0	0
아니야 나	0	0	0	0	0	0	0	0	0	0
어 망했어	0	0	0	0	0	0	0	0	0	0
아니 누나	0	0	0	0	0	0	0	0	0	0
아니 뭐래	0	0	0	0	0	0	0	0	0	0
지금 나가	0	0	0	0	0	0	0	0	0	0
난 아니다	0	0	0	0	0	0	0	0	0	0
끝 끝났다	0	0	0	0	0	0	0	0	0	0
아니 아니	0	0	0	0	0	0	0	0	0	0
아니 미친	0	0	0	0	0	0	0	0	0	0
다 끝났다	0	0	0	0	0	0	0	0	0	0
다 뒤졌어	0	0	0	0	0	0	0	0	0	0
아니 저거	0	0	0	0	0	0	0	0	0	0
아니 나와	0	0	0	0	0	0	0	0	0	0
나 아니야	0	0	0	0	0	0	0	0	0	0
제발 제발	0	0	0	0	0	0	0	0	0	0
아니 여기	0	0	0	0	0	0	0	0	0	0
아니 이거	0	0	0	0	0	0	0	0	0	0
아니 뭐가	0	0	0	0	0	0	0	0	0	0
아니 시발	0	0	0	0	0	0	0	0	0	0
아니 분홍	0	0	0	0	0	0	0	0	0	0
아니 몰라	0	0	0	0	0	0	0	0	0	0
아 아니야	0	0	0	0	0	0	0	0	0	0
아니 잠깐	0	0	0	0	0	0	0	0	0	0
나 아니다	0	0	0	0	0	0	0	0	0	0
아니 순이	0	0	0	0	0	0	0	0	0	0
아니 뭐야	0	0	0	0	0	0	0	0	0	0
못 앉힌다	0	0	0	0	0	0	0	0	0	0
아니 마마	0	0	0	0	0	0	0	0	0	0
나가 인마	0	0	0	0	0	0	0	0	0	0
아니야 아	0	0	0	0	0	0	0	0	0	0
못 지나가	0	0	0	0	0	0	0	0	0	0
어 커졌어	0	0	0	0	0	0	0	0	0	0
응 아니야	0	0	0	0	0	0	0	0	0	0
아니 8번	0	0	0	0	0	0	0	0	0	0
아니 댕근아	0	0	0	0	0	0	0	0	0	0
제재들 답변	0	0	0	0	0	0	0	0	0	0
아니 A인데	0	0	0	0	0	0	0	0	0	0
그건 아니지	0	0	0	0	0	0	0	0	0	0
아니 비켜봐	0	0	0	0	0	0	0	0	0	0
게이즈 제발	0	0	0	0	0	0	0	0	0	0
아우 답답해	0	0	0	0	0	0	0	0	0	0
잘못 들었어	0	0	0	0	0	0	0	0	0	0
아니 정말로	0	0	0	0	0	0	0	0	0	0
아니 누구야	0	0	0	0	0	0	0	0	0	0
어떻게 나가	0	0	0	0	0	0	0	0	0	0
누가 던졌어	0	0	0	0	0	0	0	0	0	0
아니 도깨야	0	0	0	0	0	0	0	0	0	0
나와줘 제발	0	0	0	0	0	0	0	0	0	0
너무 못했어	0	0	0	0	0	0	0	0	0	0
합이 가졌어	0	0	0	0	0	0	0	0	0	0
제발 좀 가	0	0	0	0	0	0	0	0	0	0
아니 유녀님	0	0	0	0	0	0	0	0	0	0
아 깨졌어요	0	0	0	0	0	0	0	0	0	0
아니 얘들아	0	0	0	0	0	0	0	0	0	0
제발 살려줘	0	0	0	0	0	0	0	0	0	0
아니 더 가	0	0	0	0	0	0	0	0	0	0
제발 노랑아	0	0	0	0	0	0	0	0	0	0
거기서 제발	0	0	0	0	0	0	0	0	0	0
아니 어떻게	0	0	0	0	0	0	0	0	0	0
아니 폭탄을	0	0	0	0	0	0	0	0	0	0
이건 아니죠	0	0	0	0	0	0	0	0	0	0
아니 이 꺄	0	0	0	0	0	0	0	0	0	0
아니 빠른데	0	0	0	0	0	0	0	0	0	0
아니 마마님	0	0	0	0	0	0	0	0	0	0
어 빨라졌어	0	0	0	0	0	0	0	0	0	0
아니야 좋아	0	0	0	0	0	0	0	0	0	0
이거 아니야	0	0	0	0	0	0	0	0	0	0
답은 이거다	0	0	0	0	0	0	0	0	0	0
나 미치겠어	0	0	0	0	0	0	0	0	0	0
야 너 나가	0	0	0	0	0	0	0	0	0	0
몰래 아니야	0	0	0	0	0	0	0	0	0	0
아니 깨야지	0	0	0	0	0	0	0	0	0	0
아니 나와봐	0	0	0	0	0	0	0	0	0	0
빡대가리야	0	0	0	0	0	0	0	0	0	0
아니 내가	0	0	0	0	0	0	0	0	0	0
어 아니네	0	0	0	0	0	0	0	0	0	0
아니 뭐해	0	0	0	0	0	0	0	0	0	0
아 짜증나	0	0	0	0	0	0	0	0	0	0
개 빡친다	0	0	0	0	0	0	0	0	0	0
마라 제발	0	0	0	0	0	0	0	0	0	0
개 빡치네	0	0	0	0	0	0	0	0	0	0
돌빡이라뇨	0	0	0	0	0	0	0	0	0	0
아니 호나	0	0	0	0	0	0	0	0	0	0
지나가주고	0	0	0	0	0	0	0	0	0	0
아니 이지	0	0	0	0	0	0	0	0	0	0
안 망했어	0	0	0	0	0	0	0	0	0	0
아니 시간	0	0	0	0	0	0	0	0	0	0
네 아니다	0	0	0	0	0	0	0	0	0	0
안 끝났어	0	0	0	0	0	0	0	0	0	0
아니 씨발	0	0	0	0	0	0	0	0	0	0
아니 더워	0	0	0	0	0	0	0	0	0	0
아니 진짜	0	0	0	0	0	0	0	0	0	0
제발 나줘	0	0	0	0	0	0	0	0	0	0
하나가 자	0	0	0	0	0	0	0	0	0	0
아니 설마	0	0	0	0	0	0	0	0	0	0
우와 아니	0	0	0	0	0	0	0	0	0	0
근데 못탈	0	0	0	0	0	0	0	0	0	0
아니 봐봐	0	0	0	0	0	0	0	0	0	0
겁나 답답	0	0	0	0	0	0	0	0	0	0
아니 가봐	0	0	0	0	0	0	0	0	0	0
아니 놔봐	0	0	0	0	0	0	0	0	0	0
못 먹었어	0	0	0	0	0	0	0	0	0	0
제발 점프	0	0	0	0	0	0	0	0	0	0
능숙해졌어	0	0	0	0	0	0	0	0	0	0
나와 제발	0	0	0	0	0	0	0	0	0	0
아니야 나	0	0	0	0	0	0	0	0	0	0
어 망했어	0	0	0	0	0	0	0	0	0	0
아니 누나	0	0	0	0	0	0	0	0	0	0
아니 뭐래	0	0	0	0	0	0	0	0	0	0
지금 나가	0	0	0	0	0	0	0	0	0	0
난 아니다	0	0	0	0	0	0	0	0	0	0
끝 끝났다	0	0	0	0	0	0	0	0	0	0
아니 아니	0	0	0	0	0	0	0	0	0	0
아니 미친	0	0	0	0	0	0	0	0	0	0
다 끝났다	0	0	0	0	0	0	0	0	0	0
다 뒤졌어	0	0	0	0	0	0	0	0	0	0
아니 저거	0	0	0	0	0	0	0	0	0	0
아니 나와	0	0	0	0	0	0	0	0	0	0
나 아니야	0	0	0	0	0	0	0	0	0	0
제발 제발	0	0	0	0	0	0	0	0	0	0
아니 여기	0	0	0	0	0	0	0	0	0	0
아니 이거	0	0	0	0	0	0	0	0	0	0
아니 뭐가	0	0	0	0	0	0	0	0	0	0
아니 시발	0	0	0	0	0	0	0	0	0	0
아니 분홍	0	0	0	0	0	0	0	0	0	0
아니 몰라	0	0	0	0	0	0	0	0	0	0
